,Date,ID,Name,Number Sold,Discount,Price,Event,Weather,Restaurant Type,Restaurant ID,Restaurant Address,Restaurant Annual Sale
90,2024-06-23,P030,Dish 3,1657,0.2,14,,Windy,Bar,R138,Sham Shui Po,161611
91,2024-06-23,P030,Dish 4,1577,0.2,27,,Windy,Bar,R138,Sham Shui Po,161611
92,2024-06-24,P031,Dish 1,584,0.0,13,,Rainy,Bar,R138,Sham Shui Po,161611
93,2024-06-24,P031,Dish 2,499,0.0,14,,Rainy,Bar,R138,Sham Shui Po,161611
94,2024-06-24,P031,Dish 3,500,0.0,12,,Rainy,Bar,R138,Sham Shui Po,161611
95,2024-06-24,P031,Dish 4,453,0.0,40,,Rainy,Bar,R138,Sham Shui Po,161611
96,2024-06-25,P032,Dish 1,594,0.05,36,,Cloudy,Bar,R138,Sham Shui Po,161611
97,2024-06-25,P032,Dish 2,532,0.05,50,,Cloudy,Bar,R138,Sham Shui Po,161611
98,2024-06-25,P032,Dish 3,537,0.05,20,,Cloudy,Bar,R138,Sham Shui Po,161611
99,2024-06-25,P032,Dish 4,691,0.05,47,,Cloudy,Bar,R138,Sham Shui Po,161611
100,2024-06-26,P033,Dish 1,1054,0.25,17,,Sunny,Bar,R138,Sham Shui Po,161611
101,2024-06-26,P033,Dish 2,639,0.25,43,,Sunny,Bar,R138,Sham Shui Po,161611
102,2024-06-26,P033,Dish 3,728,0.25,25,,Sunny,Bar,R138,Sham Shui Po,161611
103,2024-06-26,P033,Dish 4,852,0.25,19,,Sunny,Bar,R138,Sham Shui Po,161611
104,2024-06-27,P034,Dish 1,917,0.2,20,,Sunny,Bar,R138,Sham Shui Po,161611
105,2024-06-27,P034,Dish 2,822,0.2,29,,Sunny,Bar,R138,Sham Shui Po,161611
106,2024-06-27,P034,Dish 3,712,0.2,47,,Sunny,Bar,R138,Sham Shui Po,161611
107,2024-06-27,P034,Dish 4,713,0.2,26,,Sunny,Bar,R138,Sham Shui Po,161611
108,2024-06-28,P035,Dish 1,576,0.0,23,,Rainy,Bar,R138,Sham Shui Po,161611
109,2024-06-28,P035,Dish 2,522,0.0,39,,Rainy,Bar,R138,Sham Shui Po,161611
110,2024-06-28,P035,Dish 3,453,0.0,27,,Rainy,Bar,R138,Sham Shui Po,161611
111,2024-06-28,P035,Dish 4,493,0.0,36,,Rainy,Bar,R138,Sham Shui Po,161611
112,2024-06-29,P036,Dish 1,800,0.05,31,,Rainy,Bar,R138,Sham Shui Po,161611
113,2024-06-29,P036,Dish 2,575,0.05,22,,Rainy,Bar,R138,Sham Shui Po,161611
114,2024-06-29,P036,Dish 3,608,0.05,40,,Rainy,Bar,R138,Sham Shui Po,161611
115,2024-06-29,P036,Dish 4,804,0.05,27,,Rainy,Bar,R138,Sham Shui Po,161611
116,2024-06-30,P037,Dish 1,736,0.1,44,,Rainy,Bar,R138,Sham Shui Po,161611
117,2024-06-30,P037,Dish 2,1053,0.1,23,,Rainy,Bar,R138,Sham Shui Po,161611
118,2024-06-30,P037,Dish 3,708,0.1,28,,Rainy,Bar,R138,Sham Shui Po,161611
119,2024-06-30,P037,Dish 4,842,0.1,37,,Rainy,Bar,R138,Sham Shui Po,161611
120,2024-07-01,P009,Dish 1,549,0.2,40,,Sunny,Bar,R138,Sham Shui Po,161611
121,2024-07-01,P009,Dish 2,578,0.2,49,,Sunny,Bar,R138,Sham Shui Po,161611
122,2024-07-01,P009,Dish 3,1113,0.2,20,,Sunny,Bar,R138,Sham Shui Po,161611
123,2024-07-01,P009,Dish 4,619,0.2,43,,Sunny,Bar,R138,Sham Shui Po,161611
124,2024-07-02,P010,Dish 1,626,0.2,35,,Rainy,Bar,R138,Sham Shui Po,161611
125,2024-07-02,P010,Dish 2,460,0.2,49,,Rainy,Bar,R138,Sham Shui Po,161611
126,2024-07-02,P010,Dish 3,906,0.2,26,,Rainy,Bar,R138,Sham Shui Po,161611
127,2024-07-02,P010,Dish 4,556,0.2,19,,Rainy,Bar,R138,Sham Shui Po,161611
128,2024-07-03,P011,Dish 1,390,0.0,49,,Sunny,Bar,R138,Sham Shui Po,161611
129,2024-07-03,P011,Dish 2,645,0.0,16,,Sunny,Bar,R138,Sham Shui Po,161611
130,2024-07-03,P011,Dish 3,482,0.0,50,,Sunny,Bar,R138,Sham Shui Po,161611
131,2024-07-03,P011,Dish 4,523,0.0,19,,Sunny,Bar,R138,Sham Shui Po,161611
132,2024-07-04,P012,Dish 1,437,0.05,30,,Rainy,Bar,R138,Sham Shui Po,161611
133,2024-07-04,P012,Dish 2,687,0.05,11,,Rainy,Bar,R138,Sham Shui Po,161611
134,2024-07-04,P012,Dish 3,437,0.05,18,,Rainy,Bar,R138,Sham Shui Po,161611
135,2024-07-04,P012,Dish 4,378,0.05,13,,Rainy,Bar,R138,Sham Shui Po,161611
136,2024-07-05,P013,Dish 1,486,0.05,16,,Sunny,Bar,R138,Sham Shui Po,161611
137,2024-07-05,P013,Dish 2,451,0.05,23,,Sunny,Bar,R138,Sham Shui Po,161611
138,2024-07-05,P013,Dish 3,429,0.05,23,,Sunny,Bar,R138,Sham Shui Po,161611
139,2024-07-05,P013,Dish 4,668,0.05,16,,Sunny,Bar,R138,Sham Shui Po,161611
140,2024-07-06,P014,Dish 1,698,0.0,23,,Sunny,Bar,R138,Sham Shui Po,161611
141,2024-07-06,P014,Dish 2,722,0.0,14,,Sunny,Bar,R138,Sham Shui Po,161611
142,2024-07-06,P014,Dish 3,503,0.0,23,,Sunny,Bar,R138,Sham Shui Po,161611
143,2024-07-06,P014,Dish 4,624,0.0,17,,Sunny,Bar,R138,Sham Shui Po,161611
144,2024-07-07,P015,Dish 1,578,0.1,30,,Rainy,Bar,R138,Sham Shui Po,161611
145,2024-07-07,P015,Dish 2,745,0.1,18,,Rainy,Bar,R138,Sham Shui Po,161611
146,2024-07-07,P015,Dish 3,711,0.1,14,,Rainy,Bar,R138,Sham Shui Po,161611
147,2024-07-07,P015,Dish 4,830,0.1,16,,Rainy,Bar,R138,Sham Shui Po,161611
148,2024-07-08,P016,Dish 1,561,0.1,18,,Windy,Bar,R138,Sham Shui Po,161611
149,2024-07-08,P016,Dish 2,619,0.1,29,,Windy,Bar,R138,Sham Shui Po,161611
150,2024-07-08,P016,Dish 3,378,0.1,40,,Windy,Bar,R138,Sham Shui Po,161611
151,2024-07-08,P016,Dish 4,779,0.1,12,,Windy,Bar,R138,Sham Shui Po,161611
152,2024-07-09,P017,Dish 1,506,0.05,22,,Sunny,Bar,R138,Sham Shui Po,161611
153,2024-07-09,P017,Dish 2,609,0.05,50,,Sunny,Bar,R138,Sham Shui Po,161611
154,2024-07-09,P017,Dish 3,722,0.05,11,,Sunny,Bar,R138,Sham Shui Po,161611
155,2024-07-09,P017,Dish 4,559,0.05,47,,Sunny,Bar,R138,Sham Shui Po,161611
156,2024-07-10,P018,Dish 1,542,0.0,40,,Rainy,Bar,R138,Sham Shui Po,161611
157,2024-07-10,P018,Dish 2,450,0.0,40,,Rainy,Bar,R138,Sham Shui Po,161611
158,2024-07-10,P018,Dish 3,367,0.0,47,,Rainy,Bar,R138,Sham Shui Po,161611
159,2024-07-10,P018,Dish 4,607,0.0,15,,Rainy,Bar,R138,Sham Shui Po,161611
160,2024-07-11,P019,Dish 1,513,0.2,38,,Rainy,Bar,R138,Sham Shui Po,161611
161,2024-07-11,P019,Dish 2,859,0.2,10,,Rainy,Bar,R138,Sham Shui Po,161611
162,2024-07-11,P019,Dish 3,530,0.2,21,,Rainy,Bar,R138,Sham Shui Po,161611
163,2024-07-11,P019,Dish 4,769,0.2,12,,Rainy,Bar,R138,Sham Shui Po,161611
164,2024-07-12,P020,Dish 1,1100,0.2,18,,Sunny,Bar,R138,Sham Shui Po,161611
165,2024-07-12,P020,Dish 2,625,0.2,31,,Sunny,Bar,R138,Sham Shui Po,161611
166,2024-07-12,P020,Dish 3,637,0.2,41,,Sunny,Bar,R138,Sham Shui Po,161611
167,2024-07-12,P020,Dish 4,595,0.2,45,,Sunny,Bar,R138,Sham Shui Po,161611
168,2024-07-13,P021,Dish 1,794,0.25,46,,Rainy,Bar,R138,Sham Shui Po,161611
169,2024-07-13,P021,Dish 2,853,0.25,12,,Rainy,Bar,R138,Sham Shui Po,161611
170,2024-07-13,P021,Dish 3,869,0.25,13,,Rainy,Bar,R138,Sham Shui Po,161611
171,2024-07-13,P021,Dish 4,941,0.25,22,,Rainy,Bar,R138,Sham Shui Po,161611
172,2024-07-14,P022,Dish 1,655,0.1,45,,Sunny,Bar,R138,Sham Shui Po,161611
173,2024-07-14,P022,Dish 2,796,0.1,49,,Sunny,Bar,R138,Sham Shui Po,161611
174,2024-07-14,P022,Dish 3,858,0.1,33,,Sunny,Bar,R138,Sham Shui Po,161611
175,2024-07-14,P022,Dish 4,949,0.1,43,,Sunny,Bar,R138,Sham Shui Po,161611
176,2024-07-15,P023,Dish 1,823,0.2,26,,Cloudy,Bar,R138,Sham Shui Po,161611
177,2024-07-15,P023,Dish 2,744,0.2,10,,Cloudy,Bar,R138,Sham Shui Po,161611
178,2024-07-15,P023,Dish 3,499,0.2,45,,Cloudy,Bar,R138,Sham Shui Po,161611
179,2024-07-15,P023,Dish 4,622,0.2,33,,Cloudy,Bar,R138,Sham Shui Po,161611
180,2024-07-16,P024,Dish 1,861,0.2,37,,Sunny,Bar,R138,Sham Shui Po,161611
181,2024-07-16,P024,Dish 2,834,0.2,47,,Sunny,Bar,R138,Sham Shui Po,161611
182,2024-07-16,P024,Dish 3,769,0.2,48,,Sunny,Bar,R138,Sham Shui Po,161611
183,2024-07-16,P024,Dish 4,826,0.2,11,,Sunny,Bar,R138,Sham Shui Po,161611
184,2024-07-17,P025,Dish 1,798,0.25,35,,Cloudy,Bar,R138,Sham Shui Po,161611
185,2024-07-17,P025,Dish 2,778,0.25,17,,Cloudy,Bar,R138,Sham Shui Po,161611
186,2024-07-17,P025,Dish 3,830,0.25,17,,Cloudy,Bar,R138,Sham Shui Po,161611
187,2024-07-17,P025,Dish 4,874,0.25,20,,Cloudy,Bar,R138,Sham Shui Po,161611
188,2024-07-18,P026,Dish 1,773,0.25,49,,Rainy,Bar,R138,Sham Shui Po,161611
189,2024-07-18,P026,Dish 2,791,0.25,36,,Rainy,Bar,R138,Sham Shui Po,161611
190,2024-07-18,P026,Dish 3,573,0.25,27,,Rainy,Bar,R138,Sham Shui Po,161611
191,2024-07-18,P026,Dish 4,775,0.25,19,,Rainy,Bar,R138,Sham Shui Po,161611
192,2024-07-19,P027,Dish 1,587,0.25,46,,Sunny,Bar,R138,Sham Shui Po,161611
193,2024-07-19,P027,Dish 2,551,0.25,28,,Sunny,Bar,R138,Sham Shui Po,161611
194,2024-07-19,P027,Dish 3,590,0.25,33,,Sunny,Bar,R138,Sham Shui Po,161611
195,2024-07-19,P027,Dish 4,488,0.25,41,,Sunny,Bar,R138,Sham Shui Po,161611
196,2024-07-20,P028,Dish 1,925,0.2,37,,Sunny,Bar,R138,Sham Shui Po,161611
197,2024-07-20,P028,Dish 2,954,0.2,25,,Sunny,Bar,R138,Sham Shui Po,161611
198,2024-07-20,P028,Dish 3,818,0.2,10,,Sunny,Bar,R138,Sham Shui Po,161611
199,2024-07-20,P028,Dish 4,776,0.2,37,,Sunny,Bar,R138,Sham Shui Po,161611
200,2024-07-21,P029,Dish 1,574,0.0,15,,Rainy,Bar,R138,Sham Shui Po,161611
201,2024-07-21,P029,Dish 2,541,0.0,11,,Rainy,Bar,R138,Sham Shui Po,161611
202,2024-07-21,P029,Dish 3,577,0.0,34,,Rainy,Bar,R138,Sham Shui Po,161611
203,2024-07-21,P029,Dish 4,582,0.0,47,,Rainy,Bar,R138,Sham Shui Po,161611
204,2024-07-22,P030,Dish 1,636,0.1,36,,Windy,Bar,R138,Sham Shui Po,161611
205,2024-07-22,P030,Dish 2,652,0.1,17,,Windy,Bar,R138,Sham Shui Po,161611
206,2024-07-22,P030,Dish 3,575,0.1,44,,Windy,Bar,R138,Sham Shui Po,161611
207,2024-07-22,P030,Dish 4,783,0.1,19,,Windy,Bar,R138,Sham Shui Po,161611
208,2024-07-23,P031,Dish 1,538,0.05,26,,Sunny,Bar,R138,Sham Shui Po,161611
209,2024-07-23,P031,Dish 2,649,0.05,28,,Sunny,Bar,R138,Sham Shui Po,161611
210,2024-07-23,P031,Dish 3,790,0.05,18,,Sunny,Bar,R138,Sham Shui Po,161611
211,2024-07-23,P031,Dish 4,649,0.05,16,,Sunny,Bar,R138,Sham Shui Po,161611
212,2024-07-24,P032,Dish 1,587,0.2,46,,Sunny,Bar,R138,Sham Shui Po,161611
213,2024-07-24,P032,Dish 2,771,0.2,20,,Sunny,Bar,R138,Sham Shui Po,161611
214,2024-07-24,P032,Dish 3,819,0.2,25,,Sunny,Bar,R138,Sham Shui Po,161611
215,2024-07-24,P032,Dish 4,710,0.2,16,,Sunny,Bar,R138,Sham Shui Po,161611
216,2024-07-25,P033,Dish 1,871,0.1,39,,Sunny,Bar,R138,Sham Shui Po,161611
217,2024-07-25,P033,Dish 2,685,0.1,43,,Sunny,Bar,R138,Sham Shui Po,161611
218,2024-07-25,P033,Dish 3,710,0.1,28,,Sunny,Bar,R138,Sham Shui Po,161611
219,2024-07-25,P033,Dish 4,912,0.1,14,,Sunny,Bar,R138,Sham Shui Po,161611
220,2024-07-26,P034,Dish 1,317,0.05,40,,Sunny,Bar,R138,Sham Shui Po,161611
221,2024-07-26,P034,Dish 2,480,0.05,47,,Sunny,Bar,R138,Sham Shui Po,161611
222,2024-07-26,P034,Dish 3,529,0.05,30,,Sunny,Bar,R138,Sham Shui Po,161611
223,2024-07-26,P034,Dish 4,574,0.05,43,,Sunny,Bar,R138,Sham Shui Po,161611
224,2024-07-27,P035,Dish 1,772,0.0,31,,Rainy,Bar,R138,Sham Shui Po,161611
225,2024-07-27,P035,Dish 2,683,0.0,34,,Rainy,Bar,R138,Sham Shui Po,161611
226,2024-07-27,P035,Dish 3,407,0.0,43,,Rainy,Bar,R138,Sham Shui Po,161611
227,2024-07-27,P035,Dish 4,671,0.0,30,,Rainy,Bar,R138,Sham Shui Po,161611
228,2024-07-28,P036,Dish 1,804,0.05,43,,Windy,Bar,R138,Sham Shui Po,161611
229,2024-07-28,P036,Dish 2,874,0.05,24,,Windy,Bar,R138,Sham Shui Po,161611
230,2024-07-28,P036,Dish 3,768,0.05,22,,Windy,Bar,R138,Sham Shui Po,161611
231,2024-07-28,P036,Dish 4,973,0.05,26,,Windy,Bar,R138,Sham Shui Po,161611
232,2024-07-29,P037,Dish 1,630,0.25,10,,Sunny,Bar,R138,Sham Shui Po,161611
233,2024-07-29,P037,Dish 2,531,0.25,48,,Sunny,Bar,R138,Sham Shui Po,161611
234,2024-07-29,P037,Dish 3,738,0.25,15,,Sunny,Bar,R138,Sham Shui Po,161611
235,2024-07-29,P037,Dish 4,639,0.25,36,,Sunny,Bar,R138,Sham Shui Po,161611
236,2024-07-30,P038,Dish 1,644,0.1,21,,Cloudy,Bar,R138,Sham Shui Po,161611
237,2024-07-30,P038,Dish 2,782,0.1,34,,Cloudy,Bar,R138,Sham Shui Po,161611
238,2024-07-30,P038,Dish 3,592,0.1,29,,Cloudy,Bar,R138,Sham Shui Po,161611
239,2024-07-30,P038,Dish 4,662,0.1,46,,Cloudy,Bar,R138,Sham Shui Po,161611
240,2024-07-31,P039,Dish 1,508,0.2,37,,Rainy,Bar,R138,Sham Shui Po,161611
241,2024-07-31,P039,Dish 2,730,0.2,30,,Rainy,Bar,R138,Sham Shui Po,161611
242,2024-07-31,P039,Dish 3,529,0.2,26,,Rainy,Bar,R138,Sham Shui Po,161611
243,2024-07-31,P039,Dish 4,617,0.2,45,,Rainy,Bar,R138,Sham Shui Po,161611
244,2024-08-01,P010,Dish 1,559,0.25,42,,Sunny,Bar,R138,Sham Shui Po,161611
245,2024-08-01,P010,Dish 2,918,0.25,24,,Sunny,Bar,R138,Sham Shui Po,161611
246,2024-08-01,P010,Dish 3,775,0.25,42,,Sunny,Bar,R138,Sham Shui Po,161611
247,2024-08-01,P010,Dish 4,1044,0.25,26,,Sunny,Bar,R138,Sham Shui Po,161611
248,2024-08-02,P011,Dish 1,787,0.0,16,,Windy,Bar,R138,Sham Shui Po,161611
249,2024-08-02,P011,Dish 2,608,0.0,27,,Windy,Bar,R138,Sham Shui Po,161611
250,2024-08-02,P011,Dish 3,382,0.0,43,,Windy,Bar,R138,Sham Shui Po,161611
251,2024-08-02,P011,Dish 4,601,0.0,11,,Windy,Bar,R138,Sham Shui Po,161611
252,2024-08-03,P012,Dish 1,576,0.0,47,,Sunny,Bar,R138,Sham Shui Po,161611
253,2024-08-03,P012,Dish 2,493,0.0,46,,Sunny,Bar,R138,Sham Shui Po,161611
254,2024-08-03,P012,Dish 3,611,0.0,33,,Sunny,Bar,R138,Sham Shui Po,161611
255,2024-08-03,P012,Dish 4,868,0.0,20,,Sunny,Bar,R138,Sham Shui Po,161611
256,2024-08-04,P013,Dish 1,758,0.05,14,,Sunny,Bar,R138,Sham Shui Po,161611
257,2024-08-04,P013,Dish 2,833,0.05,36,,Sunny,Bar,R138,Sham Shui Po,161611
258,2024-08-04,P013,Dish 3,713,0.05,47,,Sunny,Bar,R138,Sham Shui Po,161611
259,2024-08-04,P013,Dish 4,793,0.05,26,,Sunny,Bar,R138,Sham Shui Po,161611
260,2024-08-05,P014,Dish 1,663,0.2,32,,Sunny,Bar,R138,Sham Shui Po,161611
261,2024-08-05,P014,Dish 2,683,0.2,44,,Sunny,Bar,R138,Sham Shui Po,161611
262,2024-08-05,P014,Dish 3,747,0.2,15,,Sunny,Bar,R138,Sham Shui Po,161611
263,2024-08-05,P014,Dish 4,565,0.2,35,,Sunny,Bar,R138,Sham Shui Po,161611
264,2024-08-06,P015,Dish 1,645,0.1,25,,Sunny,Bar,R138,Sham Shui Po,161611
265,2024-08-06,P015,Dish 2,546,0.1,43,,Sunny,Bar,R138,Sham Shui Po,161611
266,2024-08-06,P015,Dish 3,455,0.1,39,,Sunny,Bar,R138,Sham Shui Po,161611
267,2024-08-06,P015,Dish 4,625,0.1,17,,Sunny,Bar,R138,Sham Shui Po,161611
268,2024-08-07,P016,Dish 1,596,0.1,18,,Sunny,Bar,R138,Sham Shui Po,161611
269,2024-08-07,P016,Dish 2,888,0.1,29,,Sunny,Bar,R138,Sham Shui Po,161611
270,2024-08-07,P016,Dish 3,897,0.1,37,,Sunny,Bar,R138,Sham Shui Po,161611
